CODE_BARRES;NOM;MARQUE;CATEGORIE;ENERGIE_100G
3250390751342;Céréales forme fruits rouges;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner;384.0
4017100271311;Pick Up! Choco 6x28G;Bahlsen;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuit goûters;511.0
8000300165609;Panettone ;Motta;Snacks, Desserts, Snacks sucrés, Surgelés, Biscuits et gâteaux, Desserts glacés, Gâteaux, Viennoiseries, Brioches, Panettone;
5997523313135;Soba Chili Nouilles avec sauce Yakisoba;Nissin,Cup Noodles,Nissin Cup Noodles;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Meals, Dried products, Pasta dishes, Pastas, Dried products to be rehydrated, Noodles, Instant noodles, Chinese noodles, Instant pasta, Instant soba, Soba;
5000159304245;M&M’s CRISPY;M&M’s;en:Snacks, en:Sweet snacks, en:Cocoa and its products, en:Confectioneries, en:Chocolate candies, en:Bonbons, fr:bonbon choc;485.0
3250390819455;Petits pains grillés blé complet;Chabrior,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains grillés, Petits pains grillés;379.0
3250391124800;Biscottes complètes sans sucre ajouté;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes, Pains grillés, Biscottes complètes;374.0
3250391077236;Cuillers pâtissiers aux œufs frais;Chabrior,Sélection des Mousquetaires,Les Mousquetaires;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits secs, Boudoirs;357.0
3250392393304;Biscottes goût brioché;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes;394.0
3250392426132;Gouda;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte pressée non cuite, Fromages des Pays-Bas, Goudas;358.0
3067140013120;Chicorée soluble nature;LEROUX;Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Petit-déjeuners, Boissons chaudes, Boissons à base de végétaux, Cafés, Boissons instantanées, Chicorée soluble, Chicorée;
3250390952657;Tripes à la tomate;Jean Rozé;Viandes et dérivés, Plats préparés, Poissons et viandes et oeufs, Plats préparés à la viande, Abats, Produits tripiers, Spécialités à base de tripes, Tripes à la tomate, Tripes;97.0
7622300068295;Milka Caramel;Milka;Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Chocolats, Chocolats au lait, Chocolats au caramel, Chocolats au lait au caramel;545.0
3760091721747;Beurre de cacahuètes du Nicaragua;Ethiquable;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de légumineuses, Beurres de fruits à coques, Beurres de cacahuètes;649.0
3760091720139;Rooibos verveine;Ethiquable;Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions, Boissons sans sucre ajouté;
3760091727749;Purée d'Amande Complète Tunisie;Ethiquable;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de fruits à coques, Purées d'amande, Purées d'amande complète;634.0
3760091723574;Chocolat noir caramel pointe de sel;Ethiquable;Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Chocolats, Chocolats noirs, Chocolats salés, Chocolats noirs salés, Chocolats au caramel, Chocolats noirs au caramel;559.0
3250390114888;Haricots rouges;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Légumineuses, Graines, Aliments à base de plantes en conserve, Graines de légumineuses, Légumineuses sèches, en:Common beans, Légumineuses en conserve, Haricots rouges, Haricots en conserve, en:Canned-kidney-common-beans;95.0
7613287213396;Nesquik - Chocolat en poudre éco-recharge;Nestlé,Nesquik;Boissons, Cacao et dérivés, Cacaos et chocolats en poudre, Boissons instantanées, Chocolats en poudre;386.0
7613036352734;NESQUIK Moins de Sucres Poudre Cacaotée;Nestlé,Nesquik;Boissons, Cacao et dérivés, Cacaos et chocolats en poudre, Boissons instantanées, Cacaos en poudre, Chocolats en poudre, Poudre cacaotée sucrée pour boisson enrichie en vitamines et minéraux;327.0
8000500233917;Kinder Mini Eggs Lait sachet de 182g;Kinder,Ferrero;Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, en:Festive foods, Confiseries chocolatées, Bonbons de chocolat, Aliments de Pâques, Oeufs en chocolat, Œufs de Pâques, Œufs en chocolat fourrés;583.0
1013239;Yaourt grec bio chèvre;mavrommatis;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Yaourts, Yaourts natures, Yaourts au lait de chèvre, Yaourts de chèvre nature;158.0
3046920028363;Excellence Noir Puissant 85%;Lindt;Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates;584.0
3250392603588;Lentilles corail bio;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Graines, Graines de légumineuses, Légumineuses sèches, Lentilles, Lentilles décortiquées, Lentilles rouges, Lentilles corail;332.0
3250391282838;Galettes riz complet BIO;Regain,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Galettes de céréales soufflées, Galettes de riz soufflé, Galettes de riz complet soufflé;386.0
8001665708050;Tortellini Pesto basilic pignons;RANA;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Plats à base de pâtes, Pâtes alimentaires, Pâtes farcies, Pates farcies aux légumes, Tortellini;295.0
3760094311631;Mes cookies Bio tout chocolat;Aline & Olivier;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Cookies, Cookies au chocolat;441.0
3760020503833;Muesli chocolat noir et graines de lin;Jardin Bio étic,Léa Nature, Jardin bio;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Mueslis, Mueslis au chocolat;397.0
3760324300121;Boulettes Végétales et Gourmandes;HappyVore;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Alternatives à la viande, Substituts de viande, Boulettes végétariennes, Substituts de viande à partir de protéines de pois;236.0
3760050750016;Mayonnaise, comme celle de Mamie !;Les Sauces Morin;Condiments, Sauces, Mayonnaises, en:groceries;806.0
3250390012788;Onctueux Pâturages;Pâturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Yaourts, Yaourts natures, Yaourts brassés, Yaourts brassés nature;70.0
3250391531653;Quenelles De Saumon;Claude Leger, Monique ranou;Plats préparés, Plats préparés au poisson, Quenelles, Quenelles de poisson, Quenelles de saumon, Quenelle en sauce;133.0
3250390729457;Lait Demi Ecrémé Filière Nutrition Bleu Blanc Cœur;Paturages (Intermarché),Pâturages;Produits laitiers, Laits, Laits homogénéisés, Laits demi-écrémés, Laits UHT, Laits de vache;46.0
3069942320901;Menier Pâtissier Tablette;Nestlé,Menier;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolat noir pâtissier en tablette à 40% de cacao minimum, en:cacao-et-derives, en:chocolats, en:snacks-sucres;505.0
3250390473459;Céleri rémoulade duo de moutarde;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Snacks salés, Amuse-gueules, Plats préparés, Frais, Légumes préparés, Plats préparés frais, Céleris Rémoulade, Entrées froides;121.0
5415191769158;Zespri green;esprit green kiwifruit;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Kiwis;81.0
3250390256311;Pâte sablée;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes sablées;427.0
3250391422715;L'intense chocolat noir 85%;Ivoria;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs;582.0
3272320012507;L'Ortolan Original 250g - Marque;Fromagerie Milleret, L'Ortolan;Dairies, Fermented foods, Fermented milk products, Cheeses, Specific products, Cow cheeses, Fresh foods, Products for specific diets, Soft cheeses with bloomy rind, French cheeses, Pasteurized cheeses, Products with reduced salt, Soft cheese with a natural rind, Soft cheeses with washed rind, Industrial cheese;338.0
8719200056626;Cuisson Pratique;planta fin;Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines, Unsalted margarines, 80-unsalted-vegetable-fat-margarine-type;620.0
3021690017700;Sauce aux tomates provençale;Zapetti,Raynal et Roquelaure;Conserves, Condiments, Sauces, Sauces tomate, Sauces provençales, en:groceries;54.0
3660140846455;Brossard - brownie familial pepites de chocolat 285gr;Brossard;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Brownies;461.0
3250392487669;Mélange de fruits exotiques au sirop léger;INTERMARCHE;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Fruits et produits dérivés, Fruits en conserve, Fruits au sirop;63.0
3250390820598;Luchon;Luchon;Boissons, Boissons alcoolisées, Vins, Eaux, Vins français, Eaux aromatisées, Boissons avec sucre ajouté, Coteaux des Baronnies;14.0
3250391696055;Spécialité de pomme poire sans sucres ajoutés;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes poires;60.0
3250391696017;Coupelles pomme framboise sans sucres ajoutés;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes framboise;54.0
3250390139218;Paquito Pom Banan SSUCRE4;Paquito,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes banane;70.0
3250390009092;Petit beurre;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Petits beurres;443.0
3250391984206;Shortbread;Itinéraire des Saveurs,Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits secs, Biscuits sablés, Shortbread;
3250390857426;Cake aux fruits;Chabrior;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Cakes aux fruits;362.0
3281780893915;Mon Taboulé Oriental;Pierre Martinet;Plats préparés, Plats à base de semoule, Taboulés, Taboulés orientaux, en:frais, en:plats-a-base-de-semoule, en:plats-prepares, en:plats-prepares-frais, en:taboules, en:taboules-a-l-huile-d-olive, en:taboules-frais, en:taboules-orientaux;183.0
3250391612635;Biscuits sprits au beurre;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés, Biscuits sprits;480.0
7622201515447;Pâte à tartiner Milka aux noisettes;Milka;Petit-déjeuners, Produits à tartiner, Surgelés, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner aux noisettes, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes et au cacao;555.0
7622210450098;Prince goût tout choco;Lu;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés, Biscuits au chocolat au lait;464.0
3250391289837;Fromage Le Petit chèvre frais;Pâturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de chèvre, Fromages à pâte fraîche;204.0
3250390325512;Riz rond 15 min;Saint eloi,Sélection des Mousquetaires,Les Mousquetaires;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Riz, Riz à grain court;349.0
80042556;Pulpe fine de tomates;Mutti;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables, Tomatoes and their products, Tomatoes, Canned tomatoes, Tomato pulps;26.0
3302747275022;L'Extra Fin - 16 bâtonnets;Fleury Michon;Produits de la mer, Poissons et dérivés, Poissons, Préparations de poisson, Surimi;
3250391908646;Vinaigre de cidre;Itineraire Des Saveurs;Condiments, Vinaigres, Vinaigres de cidre;
8850206225132;Black pepper stir fried;HEALTHY BOY BRAND,เด็กสมบูรณ์;Condiments, Viandes et dérivés, Sauces, Sauces à la viande, en:groceries;120.0
3250390858287;Crêpes emmental;Monique ranou,Claude Léger;Surgelés, Plats préparés, Crêpes et galettes, Crêpes, Crêpes fourrées, Plats préparés surgelés, Crêpes fourrées salées, Crêpes au fromage;139.0
3410280141480;Saucisses cuites fumées;Top Budget;Viandes et dérivés, Charcuteries, Saucisses;244.0
3024720026543;Rillettes poulet rôti;Bordeau Chesnel;Meats and their products, Spreads, Meats, Prepared meats, Salted spreads, Rillettes, Potted meats, White meat rillettes, Poultry rillettes, Chicken rillettes, fr:Rillettes de poulet rôti;330.0
8005110170324;Polpa;Mutti;Cibi e bevande a base vegetale, Cibi a base vegetale, Alimenti in scatola, Cibi a base di frutta e verdura, Cibi in scatola di origine vegetale, Cibi a base di verdure, Verdure in scatola, Pomodori e prodotti derivati, Pomodori, Pomodori in scatola, Polpe di pomodoro;26.0
3033710084913;Arome MAGGI;Nestlé;Condiments, Additifs alimentaires, Sauces, Arômes;69.0
8714100680520;Knorr Repas Express Pasta Pot Carbonara 71g;Knorr;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Produits déshydratés, Plats à base de pâtes, Pâtes alimentaires, Produits lyophilisés à reconstituer, Nouilles, Plats préparés déshydratés, Nouilles instantanées, en:Carbonara-style-pasta-spaghetti-tagliatelle;444.0
8000500205341;Bonbons Tic Tac x110 pastilles Acidulé goût cerise - 54g;TIC TAC,Ferrero;Snacks, Snacks sucrés, Confiseries, Bonbons;391.0
5601001228100;nestum;Nestlé,Nestum;Alimentos e bebidas à base de plantas, Alimentos à base de plantas, Pequenos alomoços, Cereais e Batatas, Cereais e seus produtos, Cereias para pequeno-almoçco, Flocos, Flocos de cereais, en:Rolled flakes, en:Rolled wheat flakes;380.0
